HM_Si,O2_Blow,BLOW_LIME_MATWEIGHT_Combined,BLOW_IRONOR_MATWEIGHT_Combined,BLOW_DOLO_MATWEIGHT_Combined,BIN2_RELATIVE_LANCE_HEIGHT,BIN3_RELATIVE_LANCE_HEIGHT,Delta_Carbon_Weight,BIN2_SECVENTURIOPENING,HM Temp_Combined,RefractoryLife_Combined,Delta_HM_Bath_Temp,ACTOXYGENMOMENT_DOLO,PreviousHeat_BathTemp,HM_Weight,Total_Scrap,loss_radiation_hm,loss_convection_hm,loss_radiation_vessel,loss_convection_vessel
0.93,14015,22575,19739,5288,249.308,238.12,15113.80064,36.167,1387,1178,284,1035,1672,311,25.15,7.40E+13,27320.53559,4.98E+15,1051659.481
0.67,14145,20654,16754,4572,249.058,238.32,14683.28844,36.646,1414,1180,283,2046.333,1676,300,26.35,1.72E+14,59700.84288,6.92E+15,1448279.777
0.56,14312,20648,14915,5301,246.891,236.203,14820.48686,32.333,1385,1181,273,928,1676,302,25.45,1.91E+14,70525.13,2.16E+16,4507461.026
0.42,14682,20449,12396,5254,249.078,242.691,15286.68168,29.75,1342,1182,324,1011,1661,315,24.75,8.76E+13,35457.8175,5.11E+15,1095882.903
0.44,14713,18368,11296,5240,261.457,266.705,14605.79162,28.531,1354,1184,320,1376,1601,300,25.85,7.39E+13,29116.1722,1.05E+16,2505404.167
0.73,14847,24148,12599,6849,260.151,266.157,14754.96104,28.898,1360,1185,307,1421,1670,301,26.75,5.82E+13,22583.97559,7.51E+15,1582358.138
1.1,14020,22551,14041,6283,244.17,237.37,14336.01274,29.854,1371,1189,301,2332.5,1690,296,24.85,2.54E+14,97058.5261,2.60E+16,5315031.299
0.89,13984,23327,14047,6704,246.202,243.322,14424.04888,29.755,1352,1191,288,2886.5,1649,298,24.8,6.68E+13,26604.58305,5.74E+15,1263670.361
0.77,14735,21805,16077,6842,244.1,242.5,15348.19808,30,1354,1192,327,6899.667,1669,315,24.7,1.18E+14,46701.44915,6.16E+15,1310111.659
0.74,14421,21103,15084,6461,257.345,244.517,15047.80384,31.592,1387,1197,304,2382,1647,307,25.6,4.52E+14,165999.9818,1.98E+16,4352458.578
0.59,14802,20339,14651,5710,258.467,241.633,14982.80408,31.367,1362,1198,281,1407,1667,308,26.3,2.65E+14,102728.9888,4.13E+15,876682.3663
0.73,14306,21211,15528,5959,242.538,229.1,14944.11036,28.792,1379,1201,273,3606.5,1662,307,25.2,2.82E+14,105116.8814,5.35E+15,1142782.348
0.96,14547,24640,18220,5712,248.773,239.1,14867.85796,28.694,1394,1202,262,3636.5,1653,306,25.75,2.00E+14,72194.24644,9.08E+15,1971887.742
0.84,15077,22510,18712,5712,248.892,243.335,14843.36828,29.104,1417,1203,276,4058,1667,305,25.05,1.57E+14,54018.84621,9.07E+15,1921533.562
0.82,14562,21560,16240,5236,248.788,239.1,15063.02588,30.146,1343,1204,328,1417,1680,309,25.05,1.27E+14,51133.38254,1.27E+16,2620592.615
0.7,14207,21022,15592,5928,253.017,239.1,14436.54124,28.875,1407,1205,242,2959.5,1692,296,25.7,1.96E+14,68797.59322,1.34E+16,2705770.313
0.45,14796,17890,13708,5424,256.475,249.433,14999.09834,30.563,1352,1206,305,1404,1665,308,25.05,8.02E+13,31727.60949,9.48E+15,2016489.197
0.6,14417,19157,15504,5434,258.517,248.792,14826.14928,35.542,1384,1207,263,2298,1665,305,25.8,1.14E+14,42043.5485,7.69E+15,1638180.003
0.69,14700,20500,16700,5214,256.308,247.638,15267.49124,37.208,1415,1208,245,2877.5,1671,313,24.9,8.82E+13,30561.12931,6.49E+15,1368850.473
0.76,14351,22960,15032,5392,262.746,245.645,14546.2204,39.917,1364,1209,316,2632.5,1674,299,25.7,1.04E+14,40177.07,1.31E+16,2746655.221
0.66,14966,19980,15055,7280,271.486,250.653,14892.19748,35.417,1347,1221,312,1610,1701,309,25.6,2.24E+14,89986.09424,5.92E+15,1186885.174
0.87,14417,23345,19384,5437,270.458,247.75,15066.2444,31.396,1380,1222,279,1408,1649,312,25.45,1.12E+14,41928.46678,6.24E+15,1369342.549
0.66,16360,18954,15800,5465,267.917,205.24,14692.4238,26.417,1368,1223,310,1421,1664,304,26.4,1.12E+14,42812.3661,1.16E+16,2465322.234
0.41,15298,18691,12845,7088,262.938,230,14868.90532,26.188,1351,1224,313,1387,1708,307,25.55,7.33E+13,29020.58034,7.48E+15,1473012.1
0.62,14807,20040,15409,5499,251.917,251.933,14513.8174,29.979,1360,1225,317,1400,1668,300,24.1,8.89E+13,34500.40915,1.25E+16,2649954.607
0.78,15218,23631,15359,4611,248.208,252.556,14615.31344,29,1351,1227,339,4935,1680,302,25.8,2.40E+14,94823.06897,1.97E+16,4062315.838
0.63,16239,22405,8022,5600,251.228,252.582,14428.61708,14.458,1317,8,362,1503,1686,297,24.05,7.91E+14,337671.4503,1.43E+17,29155602.81
0.74,15631,21536,11831,3800,251.275,252.44,14607.76626,14.51,1337,9,343,1578,1674,301,25.65,8.40E+14,343344.7169,5.86E+15,1225474.047
0.5,15841,17139,7599,3796,240.851,246.648,14960.54552,21.063,1347,10,343,1471,1681,310,25.15,1.15E+14,46083.45593,1.20E+16,2470447.448
0.74,15244,21538,13503,3784,238.601,241.506,14825.54904,31.5,1382,11,313,1576,1680,305,26.1,2.59E+14,96099.45068,9.82E+15,2034979.935
0.85,17009,24688,8358,3871,231.756,240.696,14528.87478,22.417,1404,1232,268,1308,1622,300,25.15,1.44E+14,50923.70203,3.94E+17,90867397.42
0.6,14730,19925,11277,4873,244.131,239.91,14299.59138,37.553,1296,1240,373,1367,1665,296,24.85,3.67E+13,16430.40475,5.72E+16,12149149.14
0.65,15264,20079,13528,4246,243.152,241.499,15108.75828,33.104,1337,1241,318,1421,1654,314,26.4,1.69E+14,69281.92339,4.27E+16,9275774.454
0.73,15590,22034,13258,3254,242.913,244.78,14707.9024,27.042,1328,24,333,1073,1690,304,24.55,6.53E+13,27262.32814,4.24E+16,8624780.66
0.83,14653,23037,16514,3246,241.163,244.187,14859.43904,31.375,1347,25,325,1112,1685,307,25.7,3.29E+12,1319.728103,2.21E+16,4534766.617
0.5,14942,17433,11573,3260,253.268,230.33,14750.59486,37.521,1343,33,315,1172,1676,307,25.75,2.37E+14,96277.03983,3.52E+15,737626.4575
0.47,14058,18585,13510,3253,252.226,231.33,15664.53876,31.604,1387,34,305,1208,1662,327,24.6,2.85E+14,104870.1898,7.26E+15,1556772.681
0.78,14642,21338,14367,4586,259.232,236.802,14717.55876,30.204,1343,1247,336,1417,1656,307,25.8,1.89E+14,76345.83254,1.63E+17,35399347.25
0.77,14272,20928,15938,3264,243.58,226.913,14962.73892,38.438,1349,35,305,1170,1693,311,25.3,1.66E+13,6611.537288,1.80E+16,3646873.837
0.62,14990,18530,13567,3266,258.979,250.75,14948.33104,31.104,1354,36,328,1191,1661,312,25.85,5.04E+13,19889.73621,5.71E+15,1224032.995
0.59,16794,21547,13493,3756,243.913,245.279,15701.5661,20.104,1323,38,357,1194,1608,325,25.45,2.39E+14,100650.7831,6.60E+16,15553787.93
0.7,14903,17288,14410,3940,236.163,232.367,14930.0849,28.792,1316,39,338,1966,1700,310,26.35,1.05E+14,44941.95763,8.02E+15,1602266.138
0.95,15732,24885,18424,3949,246.725,247.529,14913.44416,24.979,1341,41,333,1043,1648,308,25.85,1.33E+14,53829.10153,6.20E+15,1360815.703
0.78,15276,20934,15834,4452,254.808,239.933,15024.11186,37.521,1361,48,298,1214,1700,312,34.55,2.06E+14,80511.35789,6.78E+15,1364638.213
0.76,15366,21647,16449,3939,262.433,241.889,14669.46124,42.563,1350,49,350,1599,1690,305,35.2,2.62E+14,105048.2951,5.17E+15,1057430.325
0.85,15443,23604,17023,4124,261.746,238.889,14835.56428,31.854,1353,50,320,1186,1688,308,36.3,1.47E+14,58492.59322,6.57E+15,1346675.821
0.77,15243,21702,17017,4135,254.371,230.982,14767.38584,33.229,1355,51,333,1147,1686,307,35.1,7.08E+13,27905.00288,3.92E+15,805037.5622
0.89,15372,23859,15105,3714,245.058,232.65,14672.66304,41.688,1347,60,301,1213,1645,305,34.55,1.91E+14,76868.79593,7.55E+15,1674637.342
0.83,16414,26301,16019,5104,246.55,254.973,14362.4364,29.333,1362,1267,319,2234,1701,305,25.45,4.82E+14,186545.9424,1.64E+16,3271617.023
0.94,16502,25035,14564,5811,249.642,257.946,14572.23344,33.167,1363,64,302,1988.5,1640,308,24.5,3.80E+14,146490.0914,6.66E+16,14800037.94
0.71,13971,22212,14874,5067,246.55,249.272,14162.06376,36.792,1356,1274,327,1448,1681,300,25.5,4.73E+13,18535.68678,1.51E+16,3122802.5
0.82,14649,23210,14623,4204,260.367,248.771,14422.18964,27.5,1346,80,340,1482,1700,305,25.2,1.81E+14,72118.93966,4.07E+15,810617.0693
0.93,15389,22234,9270,5058,226.377,235.717,14279.60112,24.633,1359,1275,321,2424,1677,305,26.05,1.33E+14,51583.29712,2.30E+17,47739143.07
1,14237,25449,19873,6607,239.967,239.05,14338.37584,37.938,1333,1279,321,2965,1645,302,26.55,3.79E+13,15661.95458,1.17E+16,2589881.503
0.8,15046,22730,15769,3581,243.026,232.98,14267.25168,34.816,1386,84,315,1219,1678,303,25.1,1.55E+14,57126.72,4.03E+16,8390499.516
0.71,14671,21388,15455,3552,250.026,234.153,14280.43148,38.755,1332,85,327,1237,1677,303,25.2,1.13E+14,47051.20068,4.62E+15,964300.7393
0.68,14417,18284,16315,3569,244.688,244.647,14194.95318,33.917,1372,86,295,1067,1685,302,25.55,9.21E+13,35021.42271,6.59E+15,1356123.841
0.62,14402,20190,15181,4855,251.54,229.8,14129.91538,36.531,1357,1280,318,1368,1636,302,24.65,6.10E+13,23991.009,1.03E+17,23284741.75
0.71,14467,18333,17020,3916,244.563,234.692,14343.412,36.229,1403,88,272,0,1636,304,25.6,6.59E+13,23440.17517,1.56E+16,3520914.003
0.6,13821,18610,17022,3612,252.679,242.105,14135.65912,34.51,1408,89,276,1241,1675,300,26.35,1.26E+14,44287.65241,7.56E+15,1586080.5
0.55,14895,18981,15788,5063,243.363,220.383,14182.44046,41.188,1352,1282,331,1620,1651,304,26.05,6.35E+13,25235.06576,6.38E+15,1397048.197
0.72,14631,20468,11272,5251,244.153,246.304,14307.55224,34.542,1352,1287,328,3774.5,1635,305,25.2,5.01E+13,19795.12119,8.07E+16,18101762.5
0.8,13623,21280,15029,5351,248.278,239.661,13968.16134,40.25,1339,1288,325,1671,1662,298,25.25,1.13E+14,45820.73644,7.85E+15,1680092.391
0.8,14613,17253,17856,3060,238.404,230.886,14730.15292,100,1324,1298,328,1878,1669,310,24.65,6.15E+12,2601.797288,5.12E+15,1087071.615
0.6,14968,21478,11934,3618,244.803,240.838,14540.8098,27.306,1365,135,324,1177,1672,306,25.15,6.94E+13,26767.95593,3.69E+16,7778677.318
0.59,14980,18907,12353,3617,250.171,239.963,14272.6475,31.333,1310,137,369,1132,1660,301,23.35,4.56E+14,199488.7305,7.86E+16,16936894.92
0.76,14825,21753,14632,3425,254.088,237.083,14022.4522,33.625,1301,138,356,1242,1668,295,23.1,6.02E+13,26848.29,1.71E+16,3630003.596
0.93,14807,23267,18635,3618,256.692,248.95,14295.46268,32.729,1350,139,319,1247,1666,298,24.1,7.97E+13,31872.54621,4.02E+15,858051.6462
1.02,15173,24242,18057,4353,249.983,254.444,14442.68028,46.833,1320,140,346,3163.5,1676,304,25,4.55E+13,19496.02373,1.94E+16,4074326.512
0.5,14839,19550,12579,6055,239.719,240.919,14105.17008,31.917,1355,1323,308,1984.5,1658,297,25.3,4.05E+13,15924.08339,6.65E+15,1434787.537
0.75,14925,20519,15552,3451,256.35,240.913,14528.66376,27.604,1313,150,346,1877,1685,307,24.65,5.35E+13,23177.75586,9.07E+15,1867758.666
0.65,14865,18472,16558,3346,259.334,242.35,14461.36624,29.894,1354,153,307,1231,1662,305,31.35,3.70E+13,14630.38966,4.63E+16,9944732.554
0.4,14088,18768,10017,4585,243.843,239.828,14098.83732,33.333,1355,1325,298,3708.5,1657,300,25.1,5.39E+13,21305.02345,1.28E+17,27707811.18
0.52,15239,18630,8965,3547,240.725,241.688,14227.17844,24.854,1345,159,355,2663,1640,303,25.15,4.09E+14,164021.4375,9.38E+15,2084835.727
0.68,15303,20462,14107,3552,240.871,244.267,14346.5081,41.667,1312,161,360,1121,1716,305,32.15,3.26E+13,14106.66767,1.11E+16,2168046.886
0.63,15080,20636,14919,3554,240.933,240.806,14597.48704,41.417,1355,162,330,1102,1674,308,25.9,5.39E+13,21222.49469,1.59E+16,3339357.893
0.58,14984,20293,14031,5088,239.804,248.45,14196.5326,28.729,1325,1336,348,1416,1676,302,24.6,2.34E+14,97874.41017,2.24E+16,4646600.513
0.61,15325,20334,15525,5090,239.783,243.108,14740.06638,34.083,1346,1337,325,1422,1680,315,25.85,2.00E+14,79866.41655,7.85E+15,1620371.544
0.73,14972,21247,15014,3699,258.056,236.89,14301.5479,22.854,1335,171,351,1213,1669,298,25.05,8.26E+13,33809.70814,7.19E+15,1514237.139
0.55,14549,18935,17021,3697,260.492,243.892,14334.41938,32.167,1319,175,344,1232,1662,300,25.35,8.78E+13,37285.32458,6.22E+15,1327137.113
0.45,14824,18021,11205,3254,249.929,246.683,14813.04264,22.771,1392,1344,275,1414,1649,308,25.6,9.76E+13,35360.87254,1.26E+17,27537644.92
0.7,15454,21351,17928,5511,258.554,243.582,14606.14256,24.708,1354,1346,304,1134,1652,305,25.9,1.45E+14,56969.06017,3.44E+15,750633.6582
0.89,15421,24961,15012,5509,244.034,255.351,14528.90226,32.583,1344,1347,335,3502.5,1664,305,25.95,2.61E+14,105245.2068,9.99E+15,2130843.633
0.91,14223,25012,15369,6419,253.17,254.284,14213.77776,30.938,1350,1348,286,2659,1684,295,25.75,2.82E+14,112305.9475,7.46E+15,1535694.611
0.75,15137,21813,13323,7383,253.315,257.19,14691.538,39,1339,178,356,1223,1655,305,25.15,8.68E+13,35488.26915,6.00E+15,1304227.643
0.63,15166,19804,10032,6885,238.578,237.955,14044.41176,40.633,1290,179,341,1226,1690,292,25.4,2.22E+13,10124.18533,8.04E+15,1640763.499
0.88,15872,24949,16451,6420,248.399,251.602,14626.22006,30.25,1351,1349,308,2611,1654,305,25.75,4.33E+13,17250.17373,9.28E+16,20215974.54
0.95,15049,25285,14967,5288,246.44,248.565,14600.12118,40.083,1348,180,334,1203,1656,305,24.45,2.64E+13,10596.99661,2.20E+16,4775624.433
0.85,15377,25294,14362,5271,252.598,254.801,14839.19416,36.286,1352,181,331,1219,1680,310,25.85,6.68E+13,26558.62712,1.06E+16,2201102.045
0.85,14582,23167,16518,3589,242.128,227.19,14311.04004,44.313,1369,182,303,1245,1699,300,25.7,1.44E+14,55130.6778,1.24E+16,2499504.893
0.78,14934,18751,14151,5367,239.148,238.968,14643.45452,32.354,1352,184,339,1205,1648,306,25.15,1.14E+14,44879.79254,7.55E+15,1654992.679
0.66,14753,19047,13760,4270,221.414,227.619,14387.35404,33.408,1318,186,381,914,1706,299,25.45,5.13E+13,21819.51759,6.25E+15,1233233.463
0.67,14252,18185,18832,3615,240.815,240.735,14408.46266,31.188,1342,187,301,1176,1687,300,25.15,1.72E+14,69256.21483,5.87E+15,1198009.784
0.76,14587,20178,15340,3616,241.69,244.476,14068.90522,39.542,1275,188,354,1210,1633,294,25.35,1.00E+14,47106.16167,4.35E+15,977305.792
0.75,15301,18131,15601,3593,244.044,240.912,14928.29976,36.292,1325,189,344,1006,1643,312,25,1.51E+14,63198.29914,3.08E+15,680353.0944
0.89,14769,22496,17648,3568,255.482,247.619,14561.92904,35.354,1339,190,306,1237,1691,304,25.35,6.43E+13,26076.62712,8.57E+15,1735359.28
0.82,14840,21717,17040,3538,258.659,246.119,14111.85,26.98,1371,192,312,1223,1668,295,24.65,2.97E+14,112389.5939,2.27E+16,4796190.108
0.77,14607,20054,17494,4765,245.753,236.689,14631.569,40.458,1376,1352,275,1156,1614,303,24.7,1.65E+14,61943.26475,1.07E+17,24950472.34
0.58,15106,18748,12698,3497,255.358,240.229,14682.0988,23.438,1332,206,319,1059,1585,305,25.95,5.98E+13,24702.25102,1.99E+16,4898307.36
0.94,14141,22014,19028,6748,239.733,239.8,14139.14792,41.229,1370,1365,280,3668,1680,300,25.6,2.89E+14,110373.6541,1.32E+16,2747917.073
0.92,14413,21816,17015,4136,241.007,239.9,14092.48416,39.327,1350,216,326,7882.5,1672,296,25.1,2.86E+14,113822.6471,3.46E+16,7287028.534
0.7,14937,19818,16931,5143,242.233,255.963,14275.77908,33.625,1383,217,284,7461,1681,300,24.4,3.66E+12,1350.823793,7.28E+16,15022791.37
0.93,14072,22108,19199,6042,233.649,224.12,14564.10508,32.667,1424,1370,280,2386,1679,307,26.15,6.17E+13,20868.225,1.26E+16,2610213.811
0.82,16169,20763,15093,4123,238.477,248.192,15268.83158,21.714,1342,220,353,1254,1657,310,36.85,4.54E+13,18291.26576,2.97E+16,6388507.513
0.64,15399,18850,13013,3490,240.926,247.428,13818.07064,24.02,1375,221,318,1271,1721,290,35.55,1.39E+14,52249.61542,1.23E+16,2360785.801
0.69,14903,20160,13038,4225,243.774,238.233,14566.88024,41.083,1354,1371,298,785,1657,307,25.05,1.78E+14,70129.38441,1.66E+17,35886350.31
0.76,15657,19723,13665,5401,244.028,249,14567.20388,27.714,1356,226,354,1596,1678,305,25.65,6.09E+13,23886.91831,6.96E+15,1447701.888
0.82,15872,20061,15479,5368,235.354,245.468,14363.08728,34.959,1300,231,365,5884,1660,301,24.8,1.97E+14,88068.10241,1.26E+16,2708230.108
0.88,14894,18779,16537,5334,232.313,225.95,14666.20404,43.429,1380,232,292,5868,1684,307,25.65,1.81E+14,67845.63559,4.16E+15,858896.1643
0.61,14059,19520,12427,3281,249.385,232.564,13852.8588,31.755,1334,1375,324,910,1675,291,25.2,1.55E+14,63646.00864,7.53E+15,1569679.337
0.6,14947,19598,12762,5061,248.162,236.453,14757.38848,38.354,1356,1376,328,964,1692,312,26.05,1.18E+14,46237.18305,6.65E+15,1344570.236
0.58,14110,14073,11991,5116,243.202,230.62,14376.02118,28.98,1365,1377,290,1794,1677,304,25.25,2.26E+14,86621.78729,8.79E+15,1826819.973
0.58,15541,18090,14914,5105,259.953,258.07,14819.67764,29.5,1368,1378,320,949,1693,313,26.2,2.87E+14,109667.4115,6.40E+15,1294234.078
0.6,14658,18075,14274,4296,256.524,252.263,14459.5152,30.83,1377,1379,316,1427,1708,303,25,4.64E+14,173853.8783,8.99E+15,1773281.015
0.8,15461,19144,15036,5131,235.201,246.41,14953.58724,34.898,1353,241,307,2786,1625,315,24.45,1.17E+14,46349.66356,1.28E+16,2927841.737
0.96,14496,18023,16331,3000,231.64,232.683,14655.78644,48.02,1401,1381,273,1363,1635,300,32.9,1.70E+14,60394.22847,2.12E+16,4767437.371
0.5,14962,17725,14828,3463,240.895,245.098,14404.39328,42.245,1384,246,290,2525,1720,304,25.75,1.17E+14,43478.368,6.72E+15,1301349.194
0.72,14963,22448,14349,5156,240.993,237.348,14041.2708,33.604,1399,249,311,1500,1683,297,24.5,2.07E+14,73998.52759,8.20E+15,1691077.792
0.66,13697,20325,13454,5160,240.785,241.874,14412.67432,37.646,1378,250,294,1373,1677,305,24.9,5.77E+13,21561.20678,1.95E+16,4069810.836
0.66,14576,20091,16779,5130,240.889,241.083,14734.59536,27.833,1376,251,312,1984,1680,312,25.1,6.45E+13,24160.95458,2.23E+16,4599246.92
0.8,15179,22870,16538,6609,240.848,242.219,14570.12956,30.542,1379,252,295,1393,1670,310,25.1,4.70E+13,17469.96034,4.66E+15,980371.2684
0.65,14435,19484,13974,3425,252.589,244.083,13840.41782,24.469,1370,253,276,1172,1650,294,23.75,9.16E+13,34685.64373,8.25E+15,1796140.85
0.57,15030,17206,12515,3444,254.507,252.91,14408.76696,28.286,1312,254,348,1695,1645,306,24.2,4.44E+13,19136.2875,2.13E+16,4671860.696
0.67,15478,20196,14707,3451,249.12,245.36,14551.23956,25.74,1364,257,312,1367,1695,302,37.9,1.49E+14,57212.08305,6.45E+15,1297622.152
0.59,15185,20217,14038,3462,245.514,253.271,14465.0522,23.792,1352,260,300,1406,1652,302,36.5,8.69E+13,34355.11322,2.81E+15,612688.9009
0.63,14711,20198,13338,3450,245.598,251.374,13979.98496,27.646,1349,261,309,1406,1658,293,35.7,2.65E+13,10554.90983,8.25E+15,1777896.37
0.81,15358,23098,14004,3448,245.099,255.271,14954.69632,37.449,1351,262,326,1500,1646,314,34.3,3.33E+14,132268.1525,3.42E+16,7536026.005
0.8,14368,22337,13933,3426,261.243,268.327,14238.6066,55.125,1355,265,305,1215,1690,300,25.4,1.25E+14,49126.2875,5.55E+15,1130330.615
0.68,15879,20952,9779,3470,257.551,271.589,14242.05204,35.783,1320,266,350,1155,1671,295,40.25,1.06E+14,45245.8125,4.40E+15,927459.1595
0.48,14592,17168,10003,3654,245.035,243.314,14199.03824,30.854,1364,270,314,1534,1646,296,26,7.96E+13,30818.93576,6.77E+15,1496200.412
0.52,15992,20924,5021,4372,240.028,236.19,14775.55752,20.271,1294,1387,384,1389,1663,309,26,4.49E+13,20319.25966,5.14E+17,110115048.4
0.47,14913,18409,12811,5521,260.153,250.945,14487.82744,15.479,1345,1388,315,1640,1706,303,26.55,1.54E+14,61923.23288,6.89E+15,1365875.279
0.69,14783,20196,12744,4664,252.369,254.457,14535.40672,26.542,1348,274,303,1606,1698,301,26,3.30E+13,13130.92931,3.13E+16,6254205.656
0.61,14941,18122,16774,3666,245.308,240.457,14702.76276,27.898,1354,275,322,1519,1686,302,26.4,2.69E+13,10545.01695,7.21E+15,1472853.962
0.71,14526,19917,16007,5651,243.779,247.35,14235.79468,30,1367,276,307,1423,1703,294,26.55,4.89E+13,18627.427,7.26E+15,1438282.483
0.67,14800,19600,15400,5617,247.166,246.083,14574.24512,30.816,1354,277,328,1432,1644,302,24.45,7.73E+13,30303.2015,6.13E+15,1349021.913
0.84,14740,22505,18510,5800,245.754,249.35,14582.73644,30.404,1367,278,311,1358,1671,304,25.55,8.03E+13,30589.59068,6.40E+15,1340643.182
0.82,14203,22653,17515,5178,254.015,256.18,14680.88192,32.962,1393,282,265,1262,1661,306,25.9,3.77E+13,13620.29322,9.10E+15,1948497.931
0.72,15149,20293,13024,5167,258.925,264.255,14634.5929,28.955,1317,283,335,1284,1640,304,25.55,4.81E+13,20550.27034,4.63E+15,1028161.797
0.85,14938,22000,16532,5318,247.911,249.647,14726.25096,28.837,1352,284,314,2237,1656,307,25.85,8.02E+13,31523.45793,2.89E+15,621944.3278
0.91,14838,21730,15945,5176,251.922,257.247,14448.30608,35.104,1384,285,283,1248,1675,300,25.25,8.81E+13,32416.17356,4.92E+15,1025220.424
0.74,14388,21355,14901,5194,240.707,245.023,14427.22792,32.796,1367,286,287,1833,1674,300,26.85,1.36E+14,51849.37707,1.05E+16,2178188.998
0.5,14300,19533,13966,5187,241.213,240.63,14344.2584,42.438,1343,291,311,1251,1628,300,25.55,6.18E+13,24798.33155,2.84E+15,643074.8603
0.46,14416,19420,13007,6559,241.213,244.13,14205.15732,44.25,1384,292,296,1260,1646,297,24.95,5.87E+13,21606.88276,3.11E+15,682875.465
0.45,14866,20897,12471,5222,241.172,243.18,14578.398,40.896,1350,293,314,1271,1641,305,25,6.64E+13,26485.86441,3.60E+15,801319.5066
0.46,14910,22996,11908,5193,241.193,238.88,14568.2554,38.896,1328,294,353,1265,1670,302,24.95,3.73E+13,15593.25356,3.35E+15,706693.1389
0.45,14769,18303,8058,5016,251.195,242.187,14423.08844,34.167,1314,1391,356,1416,1623,310,25.6,6.56E+13,28230.42655,5.90E+15,1352764.397
0.5,14954,18142,10432,5170,245.797,265.275,14424.26728,28.417,1336,296,349,1095,1640,306,25.9,8.92E+13,36546.79593,1.31E+17,29119930.8
0.88,15533,24862,16071,4678,246.225,260.455,13975.1992,33.229,1379,304,290,1408,1685,300,25,1.59E+14,59260.2469,3.81E+16,7809139.549
0.96,15043,24866,15517,4713,255.032,266.663,14178.74526,52.75,1341,305,335,1395,1670,305,25.75,1.10E+14,44581.00746,3.74E+15,788757.072
0.88,14233,23783,15636,5394,252.341,243.391,13968.58264,35.51,1329,311,352,1285,1652,300,25.15,1.06E+14,44450.14621,3.52E+15,769730.7822
0.79,14358,19246,13466,5036,245.3,242.05,14130.73556,35.125,1328,312,332,3487,1660,300,30.65,9.33E+13,38675.66441,5.52E+15,1179294.894
0.94,15197,21654,12331,5103,246.675,248.856,14067.41176,29.896,1393,317,287,987,1626,295,30.7,4.78E+14,173823.7176,1.76E+16,4040652.374
0.87,14964,21267,14074,5105,247.769,245.8,14834.42704,23.673,1361,320,317,1161,1696,316,25.95,3.53E+14,137764.3505,3.06E+16,6192462.647
0.78,15148,21289,13856,5123,246.133,240.418,14003.18216,24.167,1386,321,282,1305,1675,298,26.3,4.02E+14,147754.0078,4.98E+15,1039656.022
0.76,15171,21286,14230,5131,245.3,245.771,14170.38564,31.458,1374,322,308,1138,1671,302,26.55,3.39E+14,127504.7814,6.46E+15,1357512.601
0.56,15402,18914,12392,5064,250.3,248.879,14416.4735,28.229,1367,323,303,2463,1684,307,25.15,2.69E+14,102782.218,4.68E+15,962155.3128
0.62,15108,18900,12005,5870,253.633,252.911,13957.5367,28.667,1356,324,333,2297,1686,297,25.35,2.64E+14,103039.1766,7.32E+15,1495099.824
0.71,15166,19809,14012,5121,255.238,255.065,14322.84332,28.896,1371,325,312,1274,1696,305,27.75,2.90E+14,110437.7272,9.46E+15,1910501.377
0.7,15415,19822,12993,5024,255.092,256.133,14268.76908,27.563,1342,326,345,1578.5,1672,302,24.7,3.24E+14,130465.5593,1.16E+16,2428419.829
0.74,15944,19768,15893,6170,245.155,235.78,14776.62064,31.938,1385,328,273,2226,1656,315,26.2,3.46E+14,126001.4397,6.23E+15,1333920.116
0.68,15472,18926,15391,5051,245.178,249.438,14348.59846,42.163,1366,329,305,1862,1684,305,26.95,1.85E+14,70740.87864,5.03E+15,1033865.825
0.59,14805,18940,13851,5909,245.176,249.347,14378.73828,35.583,1341,330,310,1838.5,1692,304,25.5,3.14E+14,126546.2164,7.83E+15,1581700.8
0.52,14592,18938,12941,6322,248.446,250.146,14327.82748,39.854,1321,331,318,1713,1658,305,25.8,1.04E+14,43902.52881,7.20E+15,1551182.478
0.66,14415,18922,10451,5485,250.092,243.531,14165.9132,39.479,1333,332,341,7700,1650,302,26.15,1.01E+14,41926.08,7.13E+15,1565073.649
0.46,13721,16297,10772,5291,254.738,233.443,14092.07796,43.563,1373,333,296,13031,1671,300,25,1.39E+14,52619.06,9.09E+15,1921247.498
0.54,14751,17129,10548,3911,245.3,248.1,14151.52492,41.042,1350,335,319,3126,1600,300,25.15,1.33E+13,5286.463729,1.26E+16,3028672.064
0.41,14807,16803,15083,4998,231.198,232.72,14368.59988,28.673,1363,1400,338,971,1675,304,25.45,4.90E+14,190515.6253,1.23E+16,2582700.03
0.68,14799,23623,14508,4626,249.729,243.9,14777.02922,33.388,1358,339,338,1261,1646,312,26.25,2.24E+14,87204.84414,4.61E+15,1009977.935
0.71,14777,21580,14510,4677,259.953,248.014,14767.66852,31.571,1347,340,323,1969,1644,312,24.4,1.02E+14,40618.85103,4.81E+15,1058407.157
